id,en,de,fr,es
Q185553,phase,Phase,phase,fase
Q1817113,Planet,Planet,Planet,Planeta
Q3399648,position,Position,position,posición
Q28227785,Felix,Felix,Felix,Félix
Q578508,try,Versuch,essai,Try
Q715772,captain,Kapitän,capitaine,capitán
Q3800792,introduction,Intro,introduction,introducción
Q579160,Europe,Europa,Europe,Europa
Q7185502,Philips,Philips,Philips,Phillips
Q14916053,number,Nummer,numéro,número
Q18473413,Curt,Curt,Corte,Corte
Q18193,form,Klasse,classe,clase
Q2360918,piece,Stück,pièce,pieza
Q3250078,depth,Tiefe,profondeur,profundidad
Q29346471,season,Saison,saison,temporada
Q669057,dot,Punkt,point,punto
Q5943060,Hungary,Ungarn,Hongrie,Hungría
Q461499,transformation,Transformation,transformation,transformación
Q919107,product,Produkt,produit,producto
Q11868407,Ice,Eis,Is,Is
Q827490,Senate,Senat,Sénat,Senado
Q370535,Quebec,Quebec,Québec,Quebec
Q1089123,Mark,Mark,marc,marco
Q2533865,Eliot,Elliot,Elliot,Eliot
Q232196,Montreal,Montreal,Montréal,Montreal
Q868952,Dia,Dia,Dia,Día
Q1287067,Senator,Senator,sénateur,Senator
Q142659,Berlin,Berlin,Berlin,Berlín
Q427480,Léonard,Leonardo,Léonard,Leonardo
Q606565,Antonius,Antonius,Antonius,Antonio
Q1415372,path,Weg,chaîne,camino
Q17875,Helene,Helene,Hélène,Helena
Q1575282,Syria,Syria,Syrie,Syria
Q10623719,altitude,Höhe,hauteur,altura
Q18496,Margaret,Margaret,Margaret,Margarita
Q446123,Paulus,Paulus,Paul,Paulo
Q1645966,stadion,Stadion,stade,estadio
Q23063339,Peter,Peter,Pierre,Peter
Q965135,Peru,Peru,Peru,Perú
Q981703,Joaquin,Joaquin,Joaquin,Joaquín
Q1272626,representation,Darstellung,représentation,representación
Q2912517,value,Wert,valeur,valor
Q3382125,period,Periode,période,periodo
Q1136266,Alexander,Alexander,Alexandre,Alexander
Q3846728,sea,Meer,mer,mar
Q147802,Kosmos,Kosmos,Cosmos,Cosmos
Q778379,expression,Ausdruck,expression,expresión
Q30230067,possibly,möglich,possible,posible
Q58309587,Rafael,Raphael,Rafael,Rafael
Q3908677,gate,Tor,porte,puerta
Q1350565,Germany,Deutschland,Allemagne,Alemania
Q1686000,party,Partei,partie,parte
Q2237261,Jérusalem,Jerusalem,Jerusalem,Jérusalem
Q4544684,search,Suche,recherche,búsqueda
Q383444,degree,Grad,degré,grado
Q3555518,Venice,Venezia,Venise,Venecia
Q18501,Ferdinand,Ferdinand,Ferdinand,Ferdinando
Q255453,Marcus,Marcus,Marcus,Marcos
Q312861,Philip,Philipp,Philippe,Felipe
Q3778856,William,Wilhelm,William,William
Q4742716,America,America,America,América
Q1514415,trend,Trend,tendance,tendencia
Q730374,Ruben,Ruben,Ruben,Rubén
Q2528683,function,Funktion,fonction,función
Q59325416,Alliance,Allianz,Alliance,Alianza
Q99194075,documentation,Dokumentation,documentation,documentación
Q1596487,Heinrich,Heinrich,Henri,Heinrich
Q11499267,defeat,Niederlage,défaite,derrota
Q1172293,Sofia,Sofia,Sofia,Sofía
Q1558632,Rome,Rome,Rome,Roma
Q2165236,everything,alles,tout,todo
Q360603,Hector,Hector,Hector,Héctor
Q1514741,set,Menge,ensemble,conjunto
Q354341,colony,Kolonie,colonie,colonia
Q704662,John,Johannes,Jean,John
Q16423586,Paris,Paris,Paris,París
Q508552,Iván,Ivan,Iván,Iván
Q5739453,Herman,Hermann,Herman,Herman
Q408160,Étienne,Etienne,Étienne,Étienne
Q11841130,Damian,Damian,Damien,Damian
Q13582404,danger,Gefahr,danger,peligro
Q3606969,Ahmad,Ahmet,Ahmad,Ahmed
Q397239,edition,Edition,édition,edición
Q980348,Julian,Julian,Julian,Julián
Q14944328,example,Beispiel,exemple,ejemplo
Q17322880,Constantine,Konstantin,Constantin,Constantino
Q118084,unit,Einheit,unité,unidad
Q2920644,environment,Umgebung,environnement,ambiente
Q12123144,Mexico,Mexico,Mexico,México
Q57199699,apparition,Erscheinung,apparition,aparición
Q207887,Guinea,Guinea,Guinée,Guinea
Q2742711,distance,Abstand,distance,distancia
Q211198,audience,Publikum,public,audiencia
Q1226939,division,Division,division,división
Q225149,Jesus,Jesus,Jésus,Jesus
Q396315,García,Garcia,García,García
Q269941,Martina,Martina,Martine,Martina
Q20021459,Magdalena,Magdalena,Maddalena,Maddalena
Q213381,generation,Generation,génération,generación
Q4430779,Immanuel,Immanuel,Emmanuel,Emmanuel
Q548876,Napoléon,Napoleon,Napoléon,Napoleón
Q494268,blood,Blut,sang,sangre
Q505744,queen,Dame,dame,reina
Q7382648,majority,Mehrheit,majorité,mayoría
Q78392415,hunting,Jagd,chasse,caza
Q1506875,forest,Wald,forêt,bosque
Q28469711,first,Erster,premier,primero
Q37507784,Granada,Granada,Granada,Granada
Q3851114,opportunity,Chance,chance,oportunidad
Q14915034,course,Gang,plat,tiempo
Q76557,uncle,Onkel,oncle,tío
Q31983622,reaction,Reaktion,réaction,reacción
Q846785,action,Wirkung,action,acción
Q4958911,Aleksandra,Alexandra,Aleksandra,Aleksandra
Q1435416,rod,Stock,tige,barra
Q1852722,Rio,Rio,Río,Río
Q21142755,recognition,Anerkennung,reconnaissance,reconocimiento
Q29288,Caesar,Caesar,César,César
Q103184,article,Artikel,article,artículo
Q829909,possession,Besitz,possession,posesión
Q28469712,second,Zweiter,deuxième,segundo
Q205653,Orient,Orient,Orient,Oriente
Q39373172,half,Hälfte,moitié,mitad
Q493043,André,Andre,André,André
Q3941234,Rose,Rose,Rose,Rosa
Q37713312,married,verheiratet,marié,casado
Q1172934,wing,Flügel,aile,ala
Q227004,Revolution,Revolution,Révolution,Revolution
Q431958,Bau,Baba,Bau,Baba
Q2396437,Nicholas,Nikolaus,Nicolas,Nicholas
Q908349,motif,Motiv,motif,motivo
Q185359,union,Vereinigung,union,unión
Q542869,supply,Angebot,offre,oferta
Q815844,method,Methode,méthode,método
Q811480,tree,Baum,arbre,árbol
Q21169216,actress,Schauspielerin,actrice,actriz
Q616314,interest,Interesse,intérêt,interés
Q2006082,sun,Sonne,soleil,sol
Q2346367,Hannah,Hanna,Anne,Ana
Q833053,theme,Thema,thème,tema
Q852061,champion,Champion,champion,campeón
Q27948,list,Liste,liste,lista
Q138396,Britannia,Britannia,Britannia,Britania
Q2265747,Red,Rot,Red,Rojo
Q345844,crew,Besatzung,équipage,tripulación
Q211804,Augustus,Augustus,Auguste,Augusto
Q25392373,fund,Fonds,fonds,fondo
Q875399,boundary,Rand,frontière,frontera
Q234180,Israel,Israel,Israël,Israel
Q1780244,commission,Kommission,Kommission,Kommission
Q21075690,solution,Lösung,solution,solución
Q43694649,building,Bauwerk,bâtiment,edificio
Q1683601,ship,Schiff,navire,barco
Q1643184,help,Hilfe,aide,ayuda
Q1351496,Louis,Ludwig,Louis,Louis
Q855395,interpretation,Interpretation,interprétation,interpretación
Q746321,Concordia,Concordia,Concorde,Concordia
Q1191504,star,Stern,étoile,estrella
Q362482,operation,Betrieb,opération,operación
Q212878,husband,Ehemann,époux,esposo
Q421744,act,Akt,acte,acto
Q17297777,friend,Freund,ami,amigo
Q50388354,escape,Flucht,échapper,escapar
Q106825,Rodriguez,Rodriguez,Rodriguez,Rodríguez
Q105044823,publisher,Herausgeber,éditeur,editor
Q47144,Linus,Linus,Lin,Lino
Q2133296,space,Raum,espace,espacio
Q207497,Macedonia,Macedonia,Macédoine,Macedonia
Q3419242,heart,Herz,cœur,corazón
Q216601,object,Objekt,objet,objeto
Q3962655,opinion,Meinung,opinion,opinión
Q833734,tone,Ton,ton,tono
Q495871,professor,Professor,professeur,profesor
Q586657,Cuba,Kuba,Cuba,Cuba
Q1535980,Shadows,Schatten,Shadows,Shadows
Q3710,foot,Fuß,pied,pie
Q76363443,Hope,Hoffnung,Hope,Hope
Q192630,past,Vergangenheit,passé,pasado
Q1185607,scene,Szene,tableau,escena
Q183046,meaning,Bedeutung,sens,significado
Q2150504,signal,Signal,signal,señal
Q494756,data,Daten,donnée,datos
Q23939248,London,London,Londres,London
Q1269082,Alice,Alice,Alice,Alicia
Q1260632,content,Inhalt,contenu,contenido
Q7831579,Tracks,Spuren,Tracks,Tracks
Q1200750,description,Beschreibung,description,descripción
Q3059502,critique,Kritik,critique,crítica
Q1682108,vision,Vision,vision,visión
Q207389,Rachel,Rachel,Rachel,Raquel
Q240673,cost,Kosten,coût,costo
Q232452,Benoit,Benoit,Benoît,Benoit
Q12888920,choice,Auswahl,choix,elección
Q56281007,Foundation,Foundation,Foundation,Fundación
Q1069725,page,Seite,page,página
Q2141565,situation,Situation,situation,situación
Q27888038,Mars,Mars,Mars,Marte
Q193168,present,Gegenwart,maintenant,presente
Q155656,will,Testament,testament,testamento
Q37221,diameter,Durchmesser,diamètre,diámetro
Q18560095,winner,Sieger,vainqueur,ganador
Q10578722,maximum,Maximum,maximum,máximo
Q51647,mission,Mission,mission,misión
Q28840755,surface,Oberfläche,surface,superficie
Q1277366,Noel,Noel,Noël,Noel
Q783521,title,Titel,titre,título
Q10861465,brother,Bruder,frère,hermano
Q17285,plane,Ebene,plan,plano
Q1663557,initiative,Initiative,initiative,iniciativa
Q468777,existence,Existenz,existence,existencia
Q185957,quality,Qualität,qualité,calidad
Q595094,sister,Schwester,sœur,hermana
Q31464082,source,Herkunft,source,fuente
Q9165,soul,Seele,âme,alma
Q207707,choir,Chor,chœur,coro
Q205663,process,Prozess,processus,proceso
Q719395,category,Kategorie,catégorie,categoría
Q21550515,cross,Kreuz,croix,cruz
Q403523,system,System,système,sistema
Q618536,candidate,Kandidat,candidat,candidato
Q1851760,victim,Opfer,victime,víctima
Q4197743,player,Spieler,joueur,jugador
Q529711,beginning,Anfang,début,inicio
Q194808,Sarah,Sarah,Sarah,Sara
Q35059,width,Breite,largeur,ancho
Q338754,control,Kontrolle,contrôle,control
Q537554,Sigurd,Siegfried,Siegfried,Sigurd
Q1228250,line,Linie,ligne,línea
Q20888800,loss,Verlust,perte,pérdida
Q170494,body,Körper,corps,cuerpo
Q7632586,success,Erfolg,succès,éxito
Q177232,son,Sohn,fils,hijo
Q308194,daughter,Tochter,fille,hija
Q955347,Raphaël,Raphaël,Raphael,Raphaël
Q1137365,entrance,Eingang,entrée,entrada
Q1144560,rate,Rate,taux,tasa
Q23387,week,Woche,semaine,semana
Q37172,wave,Welle,onde,onda
Q319676,competition,Wettbewerb,concurrence,competencia
Q622645,attitude,Einstellung,attitude,actitud
Q276258,childhood,Kindheit,enfance,infancia
Q7722,morning,Morgen,matin,mañana
Q131841,idea,Idee,idée,idea
Q1355298,examination,Prüfung,examen,examen
Q1421,Titus,Titus,Titus,Tito
Q5151,month,Monat,mois,mes
Q44337,matrix,Matrix,matrice,matriz
Q81214132,Maya,Maja,Maya,Maya
Q1174599,attack,Angriff,attaque,ataque
Q7565,father,Vater,père,padre
Q642420,Christ,Christus,Christ,Cristo
Q500460,Evolution,Evolution,Évolution,Evolution
Q188889,code,Code,code,código
Q506439,Martinez,Martinez,Martinez,Martínez
Q2502489,Belle,Belle,Belle,Bella
Q188830,wife,Ehefrau,épouse,esposa
Q25342,power,Leistung,puissance,potencia
Q25235,hour,Stunde,heure,hora
Q1173065,album,Album,album,álbum
Q194428,stage,Bühne,scène,escenario
Q17172848,theatre,Theater,théâtre,teatro
Q643589,department,Departement,département,departamento
Q16502,world,Welt,monde,mundo
Q824979,group,Gruppe,groupe,grupo
Q509913,Legend,Legende,Legend,Legend
Q290,sex,Geschlecht,sexe,sexo
Q621184,problem,Problem,problème,problema
Q7937,climate,Klima,climat,clima
Q37017,face,Gesicht,visage,cara
Q7949,truth,Wahrheit,vérité,verdad
Q2647254,study,Studie,étude,estudio
Q235849,Elizabeth,Elisabeth,Élisabeth,Isabel
Q5978719,Diplom,Diplom,Diplom,Diploma
Q39312312,Petro,Petro,Петро,Петро
Q918385,training,Training,entraînement,entrenamiento
Q2151613,direction,Richtung,direction,dirección
Q908430,crown,Krone,couronne,corona
Q12772819,discovery,Entdeckung,découverte,descubrimiento
Q467011,invasion,Invasion,invasion,invasión
Q430099,gold,gold,or,oro
Q854429,portal,Portal,portail,portada
Q1072012,international,international,international,internacional
Q133250,sequence,Folge,suite,sucesión
Q253623,patent,Patent,brevet,patente
Q102911,Holland,Holland,Hollande,Holanda
Q14524493,terrain,Gelände,terrain,relieve
Q217602,analysis,Analyse,analyse,análisis
Q35874,humour,Humor,humour,humor
Q183061,facade,Fassade,façade,fachada
Q11466,temperature,Temperatur,température,temperatura
Q14819852,birth,Geburt,naissance,nacimiento
Q10566551,safety,Sicherheit,sécurité,seguridad
Q3266850,commune,Kommune,commune,comuna
Q39552,pressure,Druck,pression,presión
Q2029841,organization,Organisation,organisation,organización
Q3,life,Leben,vie,vida
Q3481047,ratio,Verhältnis,rapport,razón
Q57695350,Ireland,Irland,Irlande,Irlanda
Q21146257,type,Typ,type,tipo
Q575,night,Nacht,nuit,noche
Q379825,element,Element,élément,elemento
Q344,future,Zukunft,futur,futuro
Q327245,team,Team,équipe,equipo
Q7860,nature,Natur,nature,naturaleza
Q1411,Claudius,Claudius,Claude,Claudio
Q104021,fauna,Fauna,faune,fauna
Q11402,force,Kraft,force,fuerza
Q188863,exile,Exil,exil,exilio
Q178651,interview,Interview,interview,entrevista
Q190007,youth,Jugend,jeunesse,juventud
Q207961,shape,Gestalt,forme,forma
Q1313,summer,Sommer,été,verano
Q3503,Congo,Kongo,Congo,Congo
Q9081,knowledge,Wissen,connaissance,conocimiento
Q132543,Diana,Diana,Diane,Diana
Q1292119,style,Stil,style,estilo
Q29485,error,Fehler,erreur,error
Q684,east,Osten,est,este
Q3505845,state,Zustand,état,estado
Q183366,territory,Territorium,territoire,territorio
Q189524,fleet,Flotte,flotte,flota
Q2311958,canton,Kanton,canton,cantón
Q145746,Joseph,Josef,Joseph,José
Q659,north,Norden,nord,norte
Q289957,Jacob,Jakob,Jacob,Jacob
Q160151,price,Preis,prix,precio
Q1274115,responsibility,Verantwortung,responsabilité,responsabilidad
Q1311,winter,Winter,hiver,invierno
Q124490,violence,Gewalt,violence,violencia
Q1436734,adventure,Abenteuer,aventure,aventura
Q37654,market,Markt,marché,mercado
Q101687,altar,Altar,autel,altar
Q1979154,model,Modell,modèle,modelo
Q454,peace,Frieden,paix,paz
Q3918409,proposal,Entwurf,proposition,propuesta
Q40204814,Artur,Artur,Artur,Артур
Q491,friendship,Freundschaft,amitié,amistad
Q83180,roof,Dach,toit,cubierta
Q17245659,gray,grau,gris,gris
Q8094,wind,Wind,vent,viento
Q315,language,Sprache,langage,lenguaje
Q21170479,possibility,Möglichkeit,possibilité,posibilidad
Q56449214,Maria,Maria,María,Maria
Q82821,tradition,Tradition,tradition,tradición
Q282049,career,Karriere,carrière,carrera
Q6058157,god,Gott,dieu,dios
Q23640,head,Kopf,tête,cabeza
Q9332,behavior,Verhalten,comportement,comportamiento
Q26132748,development,Entwicklung,développement,desarrollo
Q192581,job,Tätigkeit,travail,trabajo
Q178122,aria,Arie,aria,aria
Q34876,province,Provinz,province,provincia
Q35749,parliament,Parlament,parlement,parlamento
Q656720,workshop,Werkstatt,atelier,taller
Q182832,concert,Konzert,concert,concierto
Q6266,nation,Nation,nation,nación
Q900406,reform,Reform,réforme,reforma
Q11019,machine,Maschine,machine,máquina
Q42889,vehicle,Fahrzeug,véhicule,vehículo
Q15051339,opening,Eröffnung,ouverture,apertura
Q177634,community,Gemeinschaft,communauté,comunidad
Q219160,couple,Paar,couple,pareja
Q2199864,duration,Dauer,durée,duración
Q61509,travel,Reise,voyage,viaje
Q47541952,producer,Produzent,producteur,productor
Q1074,skin,Haut,peau,piel
Q2251595,protection,Schutz,protection,protección
Q93352,coast,Küste,côte,costa
Q1151067,rule,Regel,règle,regla
Q61002,pseudonym,Pseudonym,pseudonyme,alias
Q578,century,Jahrhundert,siècle,siglo
Q1318295,narrative,Erzählung,récit,narrativa
Q39297,volume,Volumen,volume,volumen
Q64418,artillery,Artillerie,artillerie,artillería
Q11379,energy,Energie,énergie,energía
Q8425,society,Gesellschaft,société,sociedad
Q5152182,commander,Commander,Commander,comandante
Q6501338,attention,Aufmerksamkeit,attention,atención
Q11028,information,Information,information,información
Q13196750,left,links,gauche,izquierda
Q23009459,connection,Verbindung,liaison,conexión
Q215627,person,Person,personne,persona
Q80071,symbol,Symbol,symbole,símbolo
Q729,animal,Tier,animal,Animalia
Q13780930,worldwide,weltweit,mondial,mundial
Q102356,brigade,Brigade,brigade,Brigada
Q4358176,council,Rat,commission,consejo
Q44167,engine,Motor,moteur,motor
Q1661,verse,Vers,vers,verso
Q82604,design,Design,design,diseño
Q861911,speech,Rede,discours,discurso
Q12147,health,Gesundheit,santé,salud
Q870,train,Zug,train,tren
Q2574811,cause,Ursache,cause,causa
Q17737,theory,Theorie,théorie,teoría
Q182060,office,Büro,bureau,oficina
Q2401485,expedition,Expedition,expédition,expedición
Q8171,word,Wort,mot,palabra
Q39018,emperor,Kaiser,empereur,emperador
Q28044436,Ivan,Iwan,Ivan,Іван
Q159810,economy,Wirtschaft,économie,economía
Q7755,constitution,Verfassung,constitution,Constitución
Q17012,Guadeloupe,Guadeloupe,Guadeloupe,Guadalupe
Q44377,tunnel,Tunnel,tunnel,túnel
Q19386377,register,Register,registre,registro
Q12684,fashion,Mode,mode,moda
Q234460,text,Text,texte,texto
Q12819564,station,Station,gare,estación
Q756,plant,Pflanzen,plante,planta
Q7270,republic,Republik,république,república
Q601401,trade,Handel,commerce,comercio
Q2984198,colonel,Oberst,colonel,coronel
Q181888,Khan,Khan,khan,Kan
Q11410,game,Spiel,jeu,juego
Q2920921,management,Management,management,gestión
Q500834,tournament,Turnier,tournoi,torneo
Q35535,police,Polizei,police,policía
Q4,death,Tod,mort,muerte
Q5119,capital,Hauptstadt,capitale,capital
Q8148,industry,Industrie,industrie,industria
Q82799,name,Name,nom,nombre
Q1079023,championship,Meisterschaft,championnat,campeonato
Q47071,brown,Braun,brun,marrón
Q93288,contract,Vertrag,contrat,contrato
Q527,sky,Himmel,ciel,cielo
Q1075,color,Farbe,couleur,color
Q988108,club,Verein,club,club
Q49389,tourism,Tourismus,tourisme,turismo
Q133311,tribe,Stamm,tribu,tribu
Q11639,dance,Tanz,danse,danza
Q2695280,technique,Technik,technique,técnica
Q164950,dynasty,Dynastie,dynastie,dinastía
Q121842,French,Franzosen,Français,franceses
Q213441,shop,Laden,magasin,tienda
Q7188,government,Regierung,gouvernement,Gobierno
Q289,television,Fernsehen,télévision,televisión
Q1980247,chapter,Kapitel,chapitre,capítulo
Q30724063,Roman,Roman,Roman,Román
Q2434238,heritage,Erbe,patrimoine,patrimonio
Q8445,marriage,Ehe,mariage,matrimonio
Q133492,letter,Brief,lettre,carta
Q128069,Syracuse,Syracuse,Syracuse,Siracusa
Q17781833,destruction,Zerstörung,destruction,destrucción
Q180516,room,Zimmer,salle,habitación
Q8473,military,Militär,armée,ejército
Q42884,Germans,Deutsche,Allemands,alemanes
Q21010853,drama,Drama,drame,drama
Q1644,Elbe,Elbe,Elbe,Elba
Q2668072,collection,Sammlung,collection,colección
Q11042,culture,Kultur,culture,cultura
Q1286,Alps,Alpen,Alpes,Alpes
Q677,iron,Eisen,fer,hierro
Q6256,country,Land,pays,país
Q57831,fortress,Festung,forteresse,fortaleza
Q3010,boy,Junge,garçon,niño
Q1656682,event,Veranstaltung,événement,evento
Q584,Rhine,Rhein,Rhin,Rin
Q131647,medal,Medaille,médaille,medalla
Q35663473,Anton,Anton,Anton,Антон
Q126,December,Dezember,décembre,diciembre
Q80687,secretary,Sekretär,secrétaire,secretario
Q125,November,November,novembre,noviembre
Q170584,project,Projekt,projet,proyecto
Q18097,Korea,Korea,Corée,Corea
Q101072,definition,Definition,définition,definición
Q11016,technology,Technologie,technologie,tecnología
Q6548,Orléans,Orléans,Orléans,Orleans
Q4018,Navarre,Navarra,Navarre,Navarra
Q1724915,use,Nutzung,usage,uso
Q118,April,April,avril,abril
Q108,January,Januar,janvier,enero
Q1664720,institute,Institut,institut,instituto
Q124,October,Oktober,octobre,octubre
Q109,February,Februar,février,febrero
Q11451,agriculture,Landwirtschaft,agriculture,agricultura
Q7590,transport,Transport,transport,transporte
Q735,art,Kunst,art,arte
Q198,war,Krieg,guerre,guerra
Q119,May,Mai,mai,mayo
Q1037,Rwanda,Ruanda,Rwanda,Ruanda
Q464980,exhibition,Ausstellung,exposition,exposición
Q48282,student,Student,étudiant,estudiante
Q132050,governor,Gouverneur,gouverneur,gobernador
Q120,June,Juni,juin,junio
Q44539,temple,Tempel,temple,templo
Q123,September,September,septembre,septiembre
Q121,July,Juli,juillet,julio
Q42998,orchestra,Orchester,orchestre,orquesta
Q83405,factory,Fabrik,usine,fábrica
Q122,August,August,août,agosto
Q282,wine,Wein,vin,vino
Q7748,law,Recht,droit,derecho
Q2983893,quarter,Stadtteil,quartier,quarter
Q1027,Mauritius,Mauritius,Maurice,Mauricio
Q1088,blue,blau,bleu,azul
Q9174,religion,Religion,religion,religión
Q151885,concept,Begriff,concept,concepto
Q27939,singing,Gesang,chant,canto
Q431289,brand,Marke,marque,marca
Q40357,prison,Gefängnis,prison,prisión
Q12271,architecture,Architektur,architecture,arquitectura
Q2977,cathedral,Kathedrale,cathédrale,catedral
Q638,music,Musik,musique,música
Q16869,Constantinople,Konstantinopel,Constantinople,Constantinopla
Q483242,laboratory,Labor,laboratoire,laboratorio
Q7727,minute,Minute,minute,minuto
Q8242,literature,Literatur,littérature,literatura
Q40831,comedy,Komödie,comédie,comedia
Q1785071,fort,Fort,fort,fuerte
Q2329,chemistry,Chemie,chimie,química
Q180684,conflict,Konflikt,conflit,conflicto
Q336,science,Wissenschaft,science,ciencia
Q4618975,Doctor,Doktor,docteur,doctor
Q11707,restaurant,Restaurant,restaurant,restaurante
Q12284,canal,Kanal,canal,canal
Q189004,college,College,collège,college
Q7163,politics,Politik,politique,política
Q283,water,Wasser,eau,agua
Q405,Moon,Mond,Lune,Luna
Q16513426,decision,Entscheidung,décision,decisión
Q413,physics,Physik,physique,física
Q29520,China,China,Chine,China
Q83307,minister,Minister,ministre,ministro
Q287,wood,Holz,bois,madera
Q1530,Baghdad,Bagdad,Bagdad,Bagdad
Q40080,beach,Strand,plage,playa
Q11190,medicine,Medizin,médecine,medicina
Q1019,Madagascar,Madagaskar,Madagascar,Madagascar
Q34095,bronze,Bronze,bronze,bronce
Q39816,valley,Tal,vallée,valle
Q5891,philosophy,Philosophie,philosophie,filosofía
Q45722,cardinal,Kardinal,cardinal,cardenal
Q132821,murder,Mord,meurtre,asesinato
Q8434,education,Bildung,éducation,educación
Q30461,president,Präsident,président,presidente
Q179700,statue,Statue,statue,estatua
Q812,Florida,Florida,Floride,Florida
Q1156,Mumbai,Mumbai,Bombay,Bombay
Q12769393,end,Ende,fin,fin
Q980,Bavaria,Bayern,Bavière,Baviera
Q349,sport,Sport,sport,deporte
Q15284,municipality,Gemeinde,municipalité,municipio
Q166886,duke,Herzog,duc,duque
Q309,history,Geschichte,histoire,historia
Q577,year,Jahr,année,año
Q1444,organ,Orgel,orgue,órgano
Q1162163,director,Leiter,directeur,director
Q467,woman,Frau,femme,mujer
Q8818,Valencia,Valencia,Valence,Valencia
Q23444,white,weiß,blanc,blanco
Q70,Bern,Bern,Berne,Berna
Q29182,bishop,Bischof,évêque,obispo
Q114,Kenya,Kenia,Kenya,Kenia
Q3711,Belgrade,Belgrad,Belgrade,Belgrado
Q29171,infantry,Infanterie,infanterie,infantería
Q35409,family,Familie,famille,familia
Q751876,château,Schloss,château,château
Q2634,Naples,Neapel,Naples,Nápoles
Q19660,Bucharest,Bukarest,Bucarest,Bucarest
Q7075,library,Bibliothek,bibliothèque,biblioteca
Q44613,monastery,Kloster,monastère,monasterio
Q796,Iraq,Irak,Irak,Irak
Q571,book,Buch,livre,libro
Q178561,battle,Schlacht,bataille,batalla
Q174782,square,Platz,place,plaza
Q1524,Athens,Athen,Athènes,Atenas
Q22,Scotland,Schottland,Écosse,Escocia
Q4991371,soldier,Soldat,soldat,soldado
Q2044,Florence,Florenz,Florence,Florencia
Q804,Panama,Panama,Panama,Panamá
Q3914,school,Schule,école,escuela
Q99,California,Kalifornien,Californie,California
Q108325,chapel,Kapelle,chapelle,capilla
Q12078,cancer,Krebs,cancer,cáncer
Q4989906,monument,Denkmal,monument,monumento
Q1344,opera,Oper,opéra,ópera
Q2066131,athlete,Sportler,sportif,deportista
Q12136,disease,Krankheit,maladie,enfermedad
Q16917,hospital,Krankenhaus,hôpital,hospital
Q30185,mayor,Bürgermeister,maire,alcalde
Q490,Milan,Mailand,Milan,Milán
Q515,city,Stadt,ville,ciudad
Q1028,Morocco,Marokko,Maroc,Marruecos
Q3918,university,Universität,université,universidad
Q83460,general,General,général,general
Q6607,guitar,Gitarre,guitare,guitarra
Q21,England,England,Angleterre,Inglaterra
Q1754,Stockholm,Stockholm,Stockholm,Estocolmo
Q42603,priest,Priester,prêtre,sacerdote
Q33506,museum,Museum,musée,museo
Q5994,piano,Klavier,piano,piano
Q79,Egypt,Ägypten,Égypte,Egipto
Q901,scientist,Wissenschaftler,scientifique,científico
Q23397,lake,See,lac,lago
Q3257686,locality,Ortschaft,localité,localidad
Q1492,Barcelona,Barcelona,Barcelone,Barcelona
Q483501,artist,Künstler,artiste,artista
